query,ground_truth,top_ids,top_scores,correct_in_top_k,rank_of_correct,ground_truth_score
Who sends Sanjaya to bring Vidura back from the forest?,3.6,"['5.33', '3.6', '6.6', '5.38', '5.32']","[0.5395311713218689, 0.5338965654373169, 0.4912710189819336, 0.4509194791316986, 0.43994906544685364]",True,2.0,0.5338965654373169
In which chapter does Dhritarashtra ask for Vidura’s forgiveness?,3.6,"['11.4', '3.6', '11.5', '5.33', '5.38']","[0.5345937013626099, 0.48468613624572754, 0.4729147255420685, 0.46222537755966187, 0.44609132409095764]",True,2.0,0.48468610644340515
Where do Duryodhana and his allies plan to attack the Pandavas in the forest?,3.7,"['9.30', '3.238', '8.60', '1.144', '9.24']","[0.4113723337650299, 0.4028198719024658, 0.3983745276927948, 0.3969022035598755, 0.39006078243255615]",False,,0.35126596689224243
Which chapter mentions Vyasa stopping Duryodhana from harming the Pandavas?,3.7,"['6.3', '9.27', '10.1', '2.47', '3.8']","[0.4761509299278259, 0.46096211671829224, 0.4459300637245178, 0.4449053108692169, 0.44489336013793945]",False,,0.4032154679298401
Which section records Vyasa advising Dhritarashtra against Duryodhana’s injustice?,3.8,"['10.1', '12.328', '15.32', '15.8', '12.250']","[0.3992910087108612, 0.39797472953796387, 0.38521143794059753, 0.3833980858325958, 0.3828727602958679]",False,,0.28575363755226135
Where does Vyasa intervene to protect the Pandavas from Duryodhana’s schemes?,3.8,"['6.82', '9.31', '12.233', '15.29', '15.32']","[0.43800175189971924, 0.43219053745269775, 0.42532965540885925, 0.41868725419044495, 0.4155846834182739]",False,,0.31499069929122925
What is the story of Surabhi and Indra narrated by Vyasa?,3.9,"['1.197', '1.169', '1.227', '1.220', '3.44']","[0.5372413396835327, 0.5160293579101562, 0.5055764317512512, 0.5020459890365601, 0.49585992097854614]",False,,0.461942195892334
Where does Vyasa describe Surabhi and Indra showing kindness to the Pandavas?,3.9,"['15.29', '8.38', '4.5', '10.17', '6.3']","[0.4333992004394531, 0.4225972890853882, 0.4132000803947449, 0.4107087254524231, 0.410563588142395]",False,,0.3265661895275116
Who curses Duryodhana for his arrogance towards Maitreya?,3.10,"['11.14', '9.59', '5.126', '9.61', '13.121']","[0.36730676889419556, 0.34703683853149414, 0.33749276399612427, 0.3315025269985199, 0.33133870363235474]",False,,0.2454454004764557
Which chapter describes Maitreya advising Dhritarashtra to be kind to the Pandavas?,3.10,"['3.10', '7.154', '1.144', '3.182', '1.150']","[0.4781395494937897, 0.4543948471546173, 0.44558456540107727, 0.4266943037509918, 0.41913726925849915]",True,1.0,0.4781395196914673
Which section records Draupadi lamenting her humiliation before Krishna?,3.12,"['7.11', '4.17', '3.273', '3.235', '14.61']","[0.40871649980545044, 0.4070269465446472, 0.37782928347587585, 0.37392744421958923, 0.35597407817840576]",False,,0.24898451566696167
Where do Arjuna and Krishna assure Draupadi after her insult?,3.12,"['3.29', '3.266', '5.137', '16.8', '7.72']","[0.4844774603843689, 0.42527660727500916, 0.42383724451065063, 0.4193398356437683, 0.4033905565738678]",False,,0.28600946068763733
Where does Krishna discuss the evils of gambling with the Pandavas?,3.13,"['3.13', '5.27', '2.62', '2.50', '3.12']","[0.4797631800174713, 0.44837647676467896, 0.4455793797969818, 0.4391562342643738, 0.43310415744781494]",True,1.0,0.4797631800174713
Which chapter mentions Krishna regretting his absence during the dice game?,3.13,"['8.21', '16.3', '7.84', '5.94', '5.1']","[0.50304114818573, 0.49344828724861145, 0.4814291298389435, 0.4790618419647217, 0.47828638553619385]",False,,0.403525710105896
Which chapter describes Krishna’s battle with Shalva and the destruction of Saubha?,3.14,"['3.14', '3.15', '3.20', '2.2', '3.21']","[0.5570299625396729, 0.5449090003967285, 0.5353285670280457, 0.5144747495651245, 0.5086297392845154]",True,1.0,0.5570299625396729
Where is Shalva’s defeat by Krishna narrated?,3.14,"['3.14', '3.20', '3.21', '8.21', '3.19']","[0.5097640752792358, 0.497586727142334, 0.4679037928581238, 0.4610908627510071, 0.46076589822769165]",True,1.0,0.5097640752792358
Where are Dwaraka’s war preparations against Shalva described?,3.15,"['5.152', '9.35', '8.46', '9.34', '8.36']","[0.45362794399261475, 0.44647732377052307, 0.4430677890777588, 0.43102189898490906, 0.4239075481891632]",False,,0.35536080598831177
Which section narrates Krishna’s military preparations before the Saubha battle?,3.15,"['7.27', '7.82', '7.11', '7.84', '5.164']","[0.4204181432723999, 0.4080725610256195, 0.4011649489402771, 0.4005257487297058, 0.3895079493522644]",False,,0.3215979337692261
Which chapter depicts the Yadava army fighting Shalva’s forces?,3.16,"['3.16', '3.19', '3.17', '3.21', '8.46']","[0.4531002938747406, 0.4377730190753937, 0.4201507568359375, 0.4046996831893921, 0.4041084945201874]",True,1.0,0.453100323677063
Where is Pradyumna shown assuring the Yadava army in battle?,3.16,"['6.76', '7.114', '7.90', '5.164', '7.120']","[0.3680415153503418, 0.36113572120666504, 0.360714316368103, 0.3556016683578491, 0.35305047035217285]",False,,0.1049249917268753
Which section narrates the duel between Pradyumna and Shalva?,3.17,"['3.17', '1.21', '3.18', '1.26', '1.33']","[0.4958558678627014, 0.4281967282295227, 0.4164551794528961, 0.4115314781665802, 0.4055522382259369]",True,1.0,0.4958558678627014
Where does Pradyumna fight Shalva in a fierce battle?,3.17,"['3.17', '3.18', '7.189', '7.15', '9.55']","[0.43426835536956787, 0.3916603922843933, 0.3912828266620636, 0.38692182302474976, 0.35578951239585876]",True,1.0,0.43426835536956787
Which chapter shows Pradyumna rebuking his charioteer for withdrawing him from battle?,3.18,"['7.171', '7.10', '8.14', '6.64', '8.26']","[0.40463876724243164, 0.39759761095046997, 0.39617061614990234, 0.3944828510284424, 0.3923458456993103]",False,,0.3461058735847473
Where is Pradyumna’s remorse described after being carried from the field?,3.18,"['7.192', '7.197', '7.85', '11.15', '7.196']","[0.48352494835853577, 0.46080321073532104, 0.40316396951675415, 0.39729487895965576, 0.39703667163848877]",False,,0.24304504692554474
Where does Pradyumna defeat Shalva in combat?,3.19,"['7.189', '3.17', '3.18', '7.15', '9.55']","[0.39438384771347046, 0.3899330496788025, 0.37809985876083374, 0.3773374855518341, 0.33920031785964966]",False,,0.2904529571533203
Which section records Shalva’s downfall at Pradyumna’s hands?,3.19,"['3.17', '3.14', '3.18', '3.19', '7.147']","[0.43170732259750366, 0.4096524715423584, 0.4095252454280853, 0.3897262215614319, 0.38053736090660095]",True,4.0,0.3897262513637543
Which chapter narrates the final battle between Krishna and Shalva?,3.20,"['3.20', '2.2', '3.14', '3.21', '3.183']","[0.5372912287712097, 0.5269862413406372, 0.5234361886978149, 0.5126566886901855, 0.49194788932800293]",True,1.0,0.5372912883758545
Where does Krishna destroy Shalva in direct combat?,3.20,"['8.79', '7.189', '5.143', '3.14', '7.203']","[0.43348246812820435, 0.432947039604187, 0.42672911286354065, 0.4131464958190918, 0.4129229784011841]",False,,0.36880752444267273
Which section records Draupadi’s anger at Yudhishthira during exile?,3.27,"['3.144', '3.269', '3.27', '3.140', '2.79']","[0.46201908588409424, 0.44603806734085083, 0.4281739592552185, 0.4058631956577301, 0.402286171913147]",True,3.0,0.4281739592552185
Where does Draupadi urge Yudhishthira to fight his enemies?,3.27,"['9.32', '4.18', '17.3', '14.78', '12.103']","[0.5046170949935913, 0.46038123965263367, 0.4535951018333435, 0.4456019401550293, 0.44499272108078003]",False,,0.2989954948425293
Which chapter contains Draupadi’s narration of the dialogue between Prahlad and Bali?,3.28,"['3.152', '3.272', '3.264', '3.146', '1.21']","[0.4487789273262024, 0.4479026794433594, 0.42651957273483276, 0.4204128682613373, 0.41804659366607666]",False,,0.37596654891967773
Where is the story of Prahlad and Bali used by Draupadi to teach forgiveness?,3.28,"['3.28', '3.146', '2.79', '3.152', '3.29']","[0.5416032075881958, 0.43844422698020935, 0.4308924973011017, 0.42474180459976196, 0.4127575159072876]",True,1.0,0.541603147983551
Where does Yudhishthira discuss the dangers of anger and the virtue of forgiveness?,3.29,"['12.163', '3.29', '12.181', '13.13', '12.114']","[0.5222885608673096, 0.4785102903842926, 0.47508570551872253, 0.4724279046058655, 0.46254080533981323]",True,2.0,0.478510320186615
Which section records Yudhishthira praising forgiveness as a supreme virtue?,3.29,"['13.8', '13.103', '14.3', '12.32', '13.112']","[0.3978736400604248, 0.3835684657096863, 0.3825567960739136, 0.38133394718170166, 0.38112884759902954]",False,,0.2284921407699585
Where does Draupadi criticize Yudhishthira’s sense of dharma and justice?,3.30,"['4.18', '3.32', '3.29', '12.9', '11.4']","[0.480524480342865, 0.4672240614891052, 0.46427279710769653, 0.45139503479003906, 0.4408871531486511]",False,,0.44036877155303955
Which chapter describes Draupadi’s grief and reproach of Yudhishthira’s wisdom?,3.30,"['3.144', '3.141', '3.146', '3.27', '3.269']","[0.5151287913322449, 0.48622164130210876, 0.4828844964504242, 0.4827284812927246, 0.4774976074695587]",False,,0.3289533853530884
Which section contains Yudhishthira’s response to Draupadi’s objections about dharma?,3.31,"['12.9', '15.8', '12.40', '12.44', '12.278']","[0.4842868447303772, 0.4533422887325287, 0.43705588579177856, 0.4240085184574127, 0.41037482023239136]",False,,0.2806706726551056
Where does Yudhishthira explain the benefits of honoring God and sages?,3.31,"['13.7', '13.151', '13.8', '13.129', '12.322']","[0.5805625915527344, 0.5659369230270386, 0.5572370290756226, 0.5545388460159302, 0.5393937826156616]",False,,0.4056817293167114
Where does Draupadi urge Yudhishthira to value effort over destiny?,3.32,"['12.9', '12.277', '3.32', '4.18', '12.19']","[0.502458930015564, 0.47680824995040894, 0.44996893405914307, 0.4455248713493347, 0.4322637915611267]",True,3.0,0.44996896386146545
Which chapter records Draupadi emphasizing the importance of human endeavor?,3.32,"['3.144', '3.146', '3.152', '3.32', '3.80']","[0.4145604968070984, 0.4053983688354492, 0.40517598390579224, 0.3983670771121979, 0.38908621668815613]",True,4.0,0.3983670473098755
Which section praises Bhima’s valor and urges Yudhishthira to follow Kshatriya dharma?,3.33,"['7.129', '7.127', '4.2', '3.161', '7.148']","[0.4243822693824768, 0.424311101436615, 0.4029461741447449, 0.39980340003967285, 0.3971136510372162]",False,,0.24048547446727753
Where is Yudhishthira encouraged to take up arms against his enemies?,3.33,"['12.95', '9.32', '12.19', '12.131', '12.101']","[0.5472779273986816, 0.5456487536430359, 0.5433611869812012, 0.5426903963088989, 0.5383780002593994]",False,,0.2035754919052124
Where does Yudhishthira reaffirm his vow to follow dharma in the forest?,3.34,"['12.9', '13.142', '13.7', '12.278', '12.192']","[0.5794793963432312, 0.49708282947540283, 0.45939868688583374, 0.4584202766418457, 0.4580235481262207]",False,,0.19677656888961792
Which chapter introduces the Nalopakhyana Parva with teachings on dharma and conduct?,3.34,"['6.32', '5.108', '14.88', '1.60', '14.38']","[0.43758833408355713, 0.41798943281173706, 0.4107767343521118, 0.4094686806201935, 0.40820568799972534]",False,,0.2736300230026245
Where does Bhima urge Yudhishthira to fight despite their misfortunes?,3.35,"['9.58', '1.151', '7.131', '6.80', '8.76']","[0.49345242977142334, 0.4572486877441406, 0.4221833348274231, 0.4171532094478607, 0.41544410586357117]",False,,0.33427008986473083
Which section shows Bhimasena expressing frustration at Yudhishthira’s patience?,3.35,"['1.151', '3.152', '3.161', '3.180', '3.312']","[0.4829128384590149, 0.45274966955184937, 0.4516630470752716, 0.4435389041900635, 0.4383838176727295]",False,,0.3870866298675537
Which chapter records Vyasa teaching Pratismriti Vidya to Yudhishthira?,3.36,"['1.169', '1.156', '12.328', '15.8', '8.96']","[0.47839027643203735, 0.4465176463127136, 0.4448759853839874, 0.442250519990921, 0.4386291801929474]",False,,0.29064080119132996
Where does Vyasa meet the Pandavas and guide them before returning to Kamyakavana?,3.36,"['1.156', '15.29', '12.328', '1.197', '2.1']","[0.4570995271205902, 0.44568631052970886, 0.44399601221084595, 0.4438120126724243, 0.4408881366252899]",False,,0.15189918875694275
Where does Arjuna travel to Indrakil mountain and meet Indra?,3.37,"['3.164', '3.41', '1.218', '1.227', '3.46']","[0.498060017824173, 0.4887109100818634, 0.47695404291152954, 0.46782124042510986, 0.45973706245422363]",False,,0.3261188268661499
Which section begins the Kairata Parva and Arjuna’s quest for divine weapons?,3.37,"['3.38', '6.35', '3.40', '7.19', '6.32']","[0.48752057552337646, 0.469729483127594, 0.46921607851982117, 0.4669836759567261, 0.4669431149959564]",False,,0.39956721663475037
Which chapter describes Arjuna’s severe penance to please Lord Shiva?,3.38,"['3.38', '6.32', '6.35', '6.36', '3.40']","[0.5482261180877686, 0.5427604913711548, 0.5419726371765137, 0.5369656085968018, 0.5296605825424194]",True,1.0,0.5482261180877686
Where do sages discuss Arjuna’s tapasya with Lord Shankar?,3.38,"['6.35', '8.16', '14.77', '6.32', '6.33']","[0.5274385213851929, 0.5078095197677612, 0.5037580132484436, 0.4979577362537384, 0.4974517524242401]",False,,0.4749114513397217
Where is Arjuna’s stotra or hymn in praise of Lord Shiva found?,3.39,"['6.23', '6.36', '6.35', '6.34', '3.40']","[0.5804890990257263, 0.5218455791473389, 0.5059998035430908, 0.49362900853157043, 0.49290919303894043]",False,,0.3314511775970459
Which section narrates Arjuna’s prayer to Lord Shiva before receiving a boon?,3.39,"['6.32', '6.35', '3.40', '6.33', '6.36']","[0.530020534992218, 0.5159557461738586, 0.5121799111366272, 0.4820498824119568, 0.481073796749115]",False,,0.3921869993209839
Which chapter narrates Shiva granting a boon to Arjuna?,3.40,"['3.40', '6.35', '3.38', '8.27', '8.16']","[0.5404179096221924, 0.514715850353241, 0.5044659376144409, 0.5041115283966064, 0.5017499923706055]",True,1.0,0.5404179692268372
Where does Lord Shankar bless Arjuna with divine weapons and depart?,3.40,"['6.35', '6.23', '7.81', '7.79', '7.76']","[0.5796186923980713, 0.5497925281524658, 0.5157449841499329, 0.49761369824409485, 0.4833885133266449]",False,,0.4298664331436157
Which section describes the Dikpalas gifting divine weapons to Arjuna?,3.41,"['3.38', '6.35', '3.41', '8.16', '3.40']","[0.5656309723854065, 0.5630497932434082, 0.5499865412712097, 0.5494959354400635, 0.5427106022834778]",True,3.0,0.5499865412712097
Where is Arjuna instructed by Indra to ascend to heaven?,3.41,"['6.32', '6.36', '12.9', '6.33', '6.35']","[0.5225654244422913, 0.5202720165252686, 0.516441285610199, 0.49004268646240234, 0.4857552945613861]",False,,0.44293448328971863
Where does Arjuna ascend to heaven with Matali as his charioteer?,3.42,"['6.35', '3.41', '3.42', '3.165', '6.32']","[0.5133957266807556, 0.4691582918167114, 0.46759456396102905, 0.46640777587890625, 0.4566833972930908]",True,3.0,0.46759459376335144
Which chapter describes Arjuna’s journey from the Himalayas to Indraloka?,3.42,"['1.218', '3.164', '3.38', '1.227', '3.174']","[0.5647828578948975, 0.5348315834999084, 0.5338267087936401, 0.5224708318710327, 0.5170518159866333]",False,,0.3360404074192047
Where is Arjuna’s meeting with Devraj Indra described?,3.43,"['8.16', '3.41', '6.35', '6.32', '7.84']","[0.556668221950531, 0.5299422740936279, 0.5288879871368408, 0.5077505111694336, 0.5076408386230469]",False,,0.3733118176460266
Which chapter mentions Indra sending a maiden to Kundinpur?,3.43,"['3.55', '1.168', '1.112', '1.124', '3.73']","[0.4503309726715088, 0.4364836812019348, 0.43323853611946106, 0.43188756704330444, 0.42188018560409546]",False,,0.22988872230052948
Which section describes Arjuna learning divine weapons in Indraloka?,3.44,"['3.38', '6.35', '3.40', '6.32', '3.174']","[0.5494077205657959, 0.5429959893226624, 0.5247271060943604, 0.5245360732078552, 0.5030239820480347]",False,,0.4731631278991699
Where does Indra instruct Arjuna in celestial warfare?,3.44,"['6.35', '6.23', '8.16', '3.40', '6.32']","[0.4890071153640747, 0.46973916888237, 0.4518904387950897, 0.44820326566696167, 0.43888717889785767]",False,,0.40240052342414856
Where is the dialogue between Chitrasena and Urvashi found?,3.45,"['3.45', '5.38', '14.7', '3.5', '1.28']","[0.5706308484077454, 0.401307076215744, 0.39725983142852783, 0.39423850178718567, 0.39260193705558777]",True,1.0,0.5706307888031006
Which chapter features Chitrasena’s discussion with Urvashi in heaven?,3.45,"['3.45', '1.168', '1.72', '1.33', '1.12']","[0.5405243039131165, 0.4128655791282654, 0.41054099798202515, 0.4087170362472534, 0.4069030284881592]",True,1.0,0.5405242443084717
Where does Urvashi approach Arjuna with desire and curse him upon rejection?,3.46,"['3.46', '6.32', '6.36', '6.33', '6.28']","[0.5853152871131897, 0.5604777336120605, 0.5489437580108643, 0.5091617107391357, 0.4995342493057251]",True,1.0,0.5853152871131897
Which chapter narrates Urvashi’s curse making Arjuna live as a eunuch?,3.46,"['1.227', '3.46', '3.38', '1.218', '2.27']","[0.5643528699874878, 0.5315783023834229, 0.519210934638977, 0.5164506435394287, 0.5083627104759216]",True,2.0,0.5315783023834229
Which section narrates Lomasha meeting Arjuna and Indra in heaven?,3.47,"['1.218', '3.47', '1.227', '3.41', '1.220']","[0.5327519774436951, 0.5144197940826416, 0.506230354309082, 0.5034422874450684, 0.49754050374031067]",True,2.0,0.5144197940826416
Where does Lomasha carry Indra’s message to the Pandavas in Kamyakavana?,3.47,"['3.142', '3.300', '3.132', '3.111', '3.108']","[0.45251786708831787, 0.43873801827430725, 0.43665826320648193, 0.4347333312034607, 0.42060586810112]",False,,0.36004698276519775
Which chapter shows Dhritarashtra expressing worry for his sons?,3.48,"['5.39', '2.79', '1.150', '1.140', '3.10']","[0.5036409497261047, 0.44853875041007996, 0.4459715485572815, 0.4396429657936096, 0.42027848958969116]",False,,0.3117126524448395
Where does Dhritarashtra confide his fears to Sanjaya?,3.48,"['5.69', '10.7', '8.9', '5.59', '10.6']","[0.540699303150177, 0.5266104340553284, 0.5251036286354065, 0.5232871174812317, 0.511233389377594]",False,,0.3301456570625305
Which section records Dhritarashtra’s anger during his discussion with Sanjaya?,3.49,"['7.11', '10.1', '8.20', '6.24', '3.6']","[0.4536559283733368, 0.44879940152168274, 0.4335523247718811, 0.4288864731788635, 0.42864781618118286]",False,,0.32399725914001465
Where does Sanjaya attempt to calm the worried Dhritarashtra?,3.49,"['10.7', '6.24', '8.9', '5.69', '6.113']","[0.5022173523902893, 0.4841938614845276, 0.482393354177475, 0.4777422547340393, 0.4688045382499695]",False,,0.2322995662689209
Where is the description of the Pandavas’ diet during their forest exile?,3.50,"['3.182', '3.258', '3.238', '1.152', '3.262']","[0.43690961599349976, 0.42767953872680664, 0.42252323031425476, 0.4110713303089142, 0.4085438549518585]",False,,0.38576504588127136
Which chapter mentions what food the Pandavas ate while in the forest?,3.50,"['3.182', '1.152', '3.258', '3.143', '3.314']","[0.5141853094100952, 0.4873461127281189, 0.4817969501018524, 0.4601895213127136, 0.4595438838005066]",False,,0.4214427173137665
Where does Sanjaya tell Dhritarashtra about Krishna’s vow to destroy Duryodhana?,3.51,"['5.66', '6.23', '10.7', '7.11', '8.38']","[0.5307149887084961, 0.5304319858551025, 0.5279350280761719, 0.5190592408180237, 0.49075624346733093]",False,,0.4367430806159973
Which chapter contains the account of Krishna’s oath for the Pandavas’ revenge?,3.51,"['2.2', '3.183', '8.21', '5.1', '7.11']","[0.5160181522369385, 0.5079655051231384, 0.5023737549781799, 0.49374327063560486, 0.491518497467041]",False,,0.4216107130050659
Where does Brihadashva narrate the story of Nala to Yudhishthira?,3.52,"['3.73', '3.67', '3.61', '3.55', '3.59']","[0.5883758068084717, 0.5839873552322388, 0.580105185508728, 0.5749508738517761, 0.5342261791229248]",False,,0.1536901295185089
Which chapter describes Brihadashva meeting the Pandavas and beginning the Nalopakhyana?,3.52,"['3.73', '1.165', '1.168', '3.55', '3.61']","[0.4508841037750244, 0.44900983572006226, 0.4458770155906677, 0.44470053911209106, 0.4445817470550537]",False,,0.26577889919281006
Where is King Sagara’s penance to obtain children described?,3.106,"['9.52', '15.35', '3.107', '12.122', '15.20']","[0.5384889841079712, 0.47981807589530945, 0.47019124031066895, 0.4517326354980469, 0.450053334236145]",False,,0.37819379568099976
Which chapter narrates Lord Shiva granting a boon to King Sagara?,3.106,"['1.33', '3.228', '3.107', '3.106', '3.274']","[0.43880927562713623, 0.40498173236846924, 0.4015151262283325, 0.3979552090167999, 0.39583343267440796]",True,4.0,0.3979552090167999
Which section narrates the burning of King Sagara’s sixty thousand sons by Sage Kapila?,3.107,"['3.107', '1.20', '3.228', '3.230', '3.106']","[0.52472984790802, 0.4542255997657776, 0.42870640754699707, 0.4264076054096222, 0.4235376715660095]",True,1.0,0.52472984790802
Where is the lineage from Sagara to Bhagiratha described in the Mahabharata?,3.107,"['3.106', '1.59', '3.107', '13.17', '3.230']","[0.4944145083427429, 0.4808749258518219, 0.4555622935295105, 0.42915475368499756, 0.4160929024219513]",True,3.0,0.4555622935295105
Which chapter describes Bhagiratha’s penance to bring the Ganga to earth?,3.108,"['7.60', '3.109', '14.75', '1.96', '3.108']","[0.4220070242881775, 0.4021551311016083, 0.38554075360298157, 0.37501847743988037, 0.37456947565078735]",True,5.0,0.37456947565078735
Where does Ganga grant Bhagiratha the boon to descend from heaven?,3.108,"['7.60', '13.103', '13.14', '3.109', '12.50']","[0.3304781913757324, 0.3287279009819031, 0.3262283205986023, 0.3007480502128601, 0.30030226707458496]",False,,0.286879301071167
Where is the descent of Ganga from heaven to earth narrated?,3.109,"['3.109', '1.96', '3.108', '1.98', '7.60']","[0.4135282635688782, 0.3843722343444824, 0.37559857964515686, 0.33220285177230835, 0.327220618724823]",True,1.0,0.4135282635688782
Which chapter describes the salvation of the sons of Sagara through Ganga’s descent?,3.109,"['7.60', '3.107', '5.1', '3.272', '3.108']","[0.39739954471588135, 0.3802856206893921, 0.37979087233543396, 0.3746870160102844, 0.3693035840988159]",False,,0.33064764738082886
Which chapter narrates King Lomapada’s efforts to bring Rishyashringa to his kingdom?,3.110,"['3.108', '3.113', '3.106', '3.111', '3.132']","[0.5052366852760315, 0.5022313594818115, 0.495350182056427, 0.4876626133918762, 0.47525304555892944]",False,,0.34156036376953125
Where is the story of Rishyashringa and the greatness of Nanda and Kaushiki described?,3.110,"['1.21', '3.113', '3.274', '3.112', '3.132']","[0.5258216857910156, 0.5154784917831421, 0.5114662647247314, 0.507119357585907, 0.5025871992111206]",False,,0.354836106300354
Where does the prostitute seduce Rishyashringa to lure him away from his ashram?,3.111,"['1.177', '3.112', '3.111', '1.169', '3.113']","[0.47618812322616577, 0.4736505150794983, 0.4592461585998535, 0.43791669607162476, 0.40248310565948486]",True,3.0,0.4592461585998535
Which chapter shows Vibhandaka questioning the cause of his concern for Rishyashringa?,3.111,"['3.113', '3.112', '12.178', '1.119', '3.67']","[0.4708555340766907, 0.419819712638855, 0.4096059799194336, 0.40434110164642334, 0.4012671113014221]",False,,0.3583602011203766
Which section contains Rishyashringa describing the appearance of the celibate woman to Vibhandaka?,3.112,"['3.112', '3.113', '14.20', '12.61', '12.245']","[0.4753453731536865, 0.4489065408706665, 0.44568195939064026, 0.44251397252082825, 0.42757439613342285]",True,1.0,0.4753453731536865
Where does Rishyashringa narrate his encounter with the prostitute to his father?,3.112,"['3.112', '3.113', '1.177', '1.5', '3.111']","[0.518438994884491, 0.48189622163772583, 0.4568919539451599, 0.44299447536468506, 0.44293656945228577]",True,1.0,0.5184389352798462
Where is Rishyashringa’s marriage to King Lomapada’s daughter described?,3.113,"['3.111', '3.113', '3.123', '3.132', '3.97']","[0.4990912675857544, 0.4922509491443634, 0.4911958575248718, 0.4872090518474579, 0.4703992009162903]",True,2.0,0.4922509491443634
Which chapter narrates Lomapada welcoming Sage Vibhandaka and earning his blessing?,3.113,"['3.113', '3.108', '3.140', '1.1', '3.145']","[0.5042330026626587, 0.46179401874542236, 0.4442079961299896, 0.4382747411727905, 0.42997774481773376]",True,1.0,0.5042330026626587
"Which chapter narrates Yudhishthira’s pilgrimage through Kaushiki, Ganga Sagar, and Vaitarani?",3.114,"['3.140', '1.168', '7.82', '3.141', '3.163']","[0.4629462957382202, 0.4490780234336853, 0.43441832065582275, 0.42885899543762207, 0.41539523005485535]",False,,0.3110666275024414
Where is Yudhishthira’s journey to Mahendra Parvat mentioned?,3.114,"['14.65', '15.8', '3.141', '14.88', '12.40']","[0.40916353464126587, 0.40893471240997314, 0.4040188193321228, 0.3911501169204712, 0.38577717542648315]",False,,0.23089192807674408
Where is the story of Parashurama’s lineage beginning with Richika and Gadhikanya told?,3.115,"['1.59', '1.169', '1.105', '1.8', '1.75']","[0.4747333526611328, 0.4722169041633606, 0.4591636657714844, 0.44855061173439026, 0.4429783523082733]",False,,0.40806853771209717
Which chapter describes Jamadagni’s birth by the grace of Sage Bhrigu?,3.115,"['3.116', '1.6', '1.59', '2.18', '3.272']","[0.5171173810958862, 0.4544207453727722, 0.43676602840423584, 0.4291209280490875, 0.42558711767196655]",False,,0.402294397354126
Where is Parashurama’s act of beheading his mother and reviving her described?,3.116,"['10.17', '10.1', '16.4', '13.18', '1.181']","[0.4528290331363678, 0.42335212230682373, 0.41089144349098206, 0.40389806032180786, 0.4011678099632263]",False,,0.311031311750412
Which chapter narrates Parashurama’s battle with Kartavirya Arjuna?,3.116,"['8.27', '8.21', '8.16', '1.218', '7.147']","[0.5341042876243591, 0.5082296133041382, 0.5080989599227905, 0.4720652401447296, 0.4715391993522644]",False,,0.224186509847641
Where is Parashurama’s destruction of the Kshatriyas twenty-one times described?,3.117,"['13.18', '10.17', '12.312', '12.233', '7.30']","[0.4165341258049011, 0.415666788816452, 0.4007343649864197, 0.39143818616867065, 0.38168084621429443]",False,,0.25493323802948
Which section mentions Yudhishthira worshipping Parashurama?,3.117,"['1.181', '1.169', '7.82', '3.314', '3.166']","[0.4283600449562073, 0.4229002594947815, 0.415881484746933, 0.39955592155456543, 0.39609605073928833]",False,,0.24499952793121338
Which chapter tells the story of Ashtavakra’s birth and deformity?,3.132,"['3.132', '3.133', '2.18', '1.72', '1.74']","[0.5104241371154785, 0.5103805661201477, 0.48148974776268005, 0.4750741124153137, 0.466134250164032]",True,1.0,0.5104241371154785
Where does Ashtavakra first visit King Janaka’s court?,3.132,"['3.133', '13.21', '12.327', '12.326', '14.32']","[0.5119795799255371, 0.5003243684768677, 0.4829792380332947, 0.473193496465683, 0.4679120182991028]",False,,0.30021771788597107
Where does Ashtavakra converse with the gatekeeper before meeting King Janaka?,3.133,"['3.133', '13.21', '14.32', '12.327', '12.326']","[0.5940176844596863, 0.4856147766113281, 0.46993258595466614, 0.4638628661632538, 0.45092469453811646]",True,1.0,0.5940176844596863
Which chapter describes the dialogue between Ashtavakra and Janaka?,3.133,"['3.133', '1.60', '1.3', '3.182', '1.165']","[0.5053056478500366, 0.504509687423706, 0.4960026144981384, 0.49203407764434814, 0.4890877902507782]",True,1.0,0.5053056478500366
Which chapter narrates Ashtavakra’s debate with Bandi in King Janaka’s court?,3.134,"['3.134', '3.272', '3.133', '3.303', '3.295']","[0.5522119402885437, 0.48292577266693115, 0.47995176911354065, 0.4445733428001404, 0.42752712965011597]",True,1.0,0.5522119402885437
Where does Ashtavakra regain his normal form after bathing in the Samanga River?,3.134,"['13.21', '3.84', '3.85', '3.83', '13.20']","[0.4629630446434021, 0.4590378701686859, 0.4460894465446472, 0.42663443088531494, 0.42011746764183044]",False,,0.32916247844696045
Where does Bhima fight wild beasts and get caught by a giant serpent?,3.178,"['3.153', '3.154', '3.178', '1.151', '1.163']","[0.5382585525512695, 0.5091708302497864, 0.5077911615371704, 0.49669742584228516, 0.4857584238052368]",True,3.0,0.5077911019325256
Which chapter describes Bhima’s encounter with the python in the forest?,3.178,"['1.151', '3.178', '3.152', '3.153', '3.154']","[0.592519998550415, 0.5636188983917236, 0.5601786375045776, 0.5318707823753357, 0.5105937719345093]",True,2.0,0.5636188983917236
