query,ground_truth,top_ids,top_scores,correct_in_top_k,rank_of_correct,ground_truth_score
Which section records Dhritarashtra’s anger during his discussion with Sanjaya?,3.49,"['5.67', '2.81', '3.49']","[0.6283168792724609, 0.6138187646865845, 0.5857144594192505]",True,3.0,0.5857144594192505
Where does Sanjaya attempt to calm the worried Dhritarashtra?,3.49,"['5.67', '5.24', '8.7']","[0.66133713722229, 0.6313114166259766, 0.6307550668716431]",False,,0.5856207609176636
Where is the description of the Pandavas’ diet during their forest exile?,3.50,"['3.50', '3.24', '3.140']","[0.7157742977142334, 0.5975745916366577, 0.5864608287811279]",True,1.0,0.7157742381095886
Which chapter mentions what food the Pandavas ate while in the forest?,3.50,"['3.50', '3.24', '3.177']","[0.6589532494544983, 0.5711000561714172, 0.5523510575294495]",True,1.0,0.6589532494544983
Where does Sanjaya tell Dhritarashtra about Krishna’s vow to destroy Duryodhana?,3.51,"['5.67', '5.66', '3.49']","[0.6640862226486206, 0.6434651017189026, 0.6250160932540894]",False,,0.6200668811798096
Which chapter contains the account of Krishna’s oath for the Pandavas’ revenge?,3.51,"['9.62', '1.61', '3.49']","[0.5543688535690308, 0.5534713268280029, 0.5429052114486694]",False,,0.509954571723938
Where does Brihadashva narrate the story of Nala to Yudhishthira?,3.52,"['3.79', '3.67', '3.60']","[0.6460115909576416, 0.6370958089828491, 0.631904125213623]",False,,0.6079022884368896
Which chapter describes Brihadashva meeting the Pandavas and beginning the Nalopakhyana?,3.52,"['3.79', '3.53', '3.67']","[0.5899168848991394, 0.5846716165542603, 0.5811916589736938]",False,,0.5311883687973022
Where is King Sagara’s penance to obtain children described?,3.106,"['3.106', '3.107', '9.38']","[0.6478006839752197, 0.6101204752922058, 0.5741596221923828]",True,1.0,0.6478008031845093
Which chapter narrates Lord Shiva granting a boon to King Sagara?,3.106,"['3.106', '3.107', '3.108']","[0.6338883638381958, 0.6055489778518677, 0.5754132270812988]",True,1.0,0.6338884830474854
Which section narrates the burning of King Sagara’s sixty thousand sons by Sage Kapila?,3.107,"['3.106', '3.107', '1.181']","[0.6246585249900818, 0.5829477906227112, 0.5437154769897461]",True,2.0,0.582947850227356
Where is the lineage from Sagara to Bhagiratha described in the Mahabharata?,3.107,"['3.109', '3.108', '3.106']","[0.6411208510398865, 0.6411192417144775, 0.6365805864334106]",False,,0.6287301182746887
Which chapter describes Bhagiratha’s penance to bring the Ganga to earth?,3.108,"['3.108', '3.109', '1.96']","[0.7059958577156067, 0.6820217370986938, 0.6211220026016235]",True,1.0,0.7059960961341858
Where does Ganga grant Bhagiratha the boon to descend from heaven?,3.108,"['3.108', '3.109', '1.96']","[0.6902545690536499, 0.6700209379196167, 0.5804325938224792]",True,1.0,0.6902546882629395
Where is the descent of Ganga from heaven to earth narrated?,3.109,"['3.108', '3.109', '1.97']","[0.6566069722175598, 0.6563116312026978, 0.5770830512046814]",True,2.0,0.6563116312026978
Which chapter describes the salvation of the sons of Sagara through Ganga’s descent?,3.109,"['3.107', '3.108', '1.96']","[0.6532026529312134, 0.647880494594574, 0.6358243227005005]",False,,0.6257908344268799
Which chapter narrates King Lomapada’s efforts to bring Rishyashringa to his kingdom?,3.110,"['3.113', '3.111', '3.110']","[0.624972939491272, 0.5934327840805054, 0.5779762268066406]",True,3.0,0.5779761075973511
Where is the story of Rishyashringa and the greatness of Nanda and Kaushiki described?,3.110,"['3.113', '3.111', '9.51']","[0.6355657577514648, 0.5518651008605957, 0.5408908724784851]",False,,0.5330657362937927
Where does the prostitute seduce Rishyashringa to lure him away from his ashram?,3.111,"['3.111', '3.113', '3.110']","[0.6781948804855347, 0.6384134292602539, 0.5868761539459229]",True,1.0,0.6781948208808899
Which chapter shows Vibhandaka questioning the cause of his concern for Rishyashringa?,3.111,"['3.113', '3.111', '12.127']","[0.6034895181655884, 0.5805197358131409, 0.5748533010482788]",True,2.0,0.5805196762084961
Which section contains Rishyashringa describing the appearance of the celibate woman to Vibhandaka?,3.112,"['3.112', '3.113', '3.111']","[0.6657761931419373, 0.6491254568099976, 0.6316280961036682]",True,1.0,0.6657761931419373
Where does Rishyashringa narrate his encounter with the prostitute to his father?,3.112,"['3.111', '3.113', '12.127']","[0.688774585723877, 0.6664854884147644, 0.591494083404541]",False,,0.5700896978378296
Where is Rishyashringa’s marriage to King Lomapada’s daughter described?,3.113,"['3.113', '3.111', '3.97']","[0.6470918655395508, 0.623161792755127, 0.5857384204864502]",True,1.0,0.6470919251441956
Which chapter narrates Lomapada welcoming Sage Vibhandaka and earning his blessing?,3.113,"['3.91', '3.47', '12.170']","[0.5461536049842834, 0.5368099212646484, 0.5348076224327087]",False,,0.5024323463439941
"Which chapter narrates Yudhishthira’s pilgrimage through Kaushiki, Ganga Sagar, and Vaitarani?",3.114,"['3.95', '3.118', '3.156']","[0.5987930297851562, 0.5985941290855408, 0.5969039797782898]",False,,0.5827426314353943
Where is Yudhishthira’s journey to Mahendra Parvat mentioned?,3.114,"['3.139', '3.140', '3.93']","[0.6573084592819214, 0.6375797390937805, 0.6170943975448608]",False,,0.5721475481987
Where is the story of Parashurama’s lineage beginning with Richika and Gadhikanya told?,3.115,"['3.115', '1.178', '1.104']","[0.5538268089294434, 0.543749988079071, 0.5392661690711975]",True,1.0,0.5538266897201538
Which chapter describes Jamadagni’s birth by the grace of Sage Bhrigu?,3.115,"['3.116', '1.5', '3.115']","[0.6220735907554626, 0.5701240301132202, 0.5689259767532349]",True,3.0,0.5689260959625244
Where is Parashurama’s act of beheading his mother and reviving her described?,3.116,"['3.116', '1.178', '14.29']","[0.5417375564575195, 0.49717238545417786, 0.4940741956233978]",True,1.0,0.5417375564575195
Which chapter narrates Parashurama’s battle with Kartavirya Arjuna?,3.116,"['3.115', '14.29', '9.54']","[0.6284096837043762, 0.5682363510131836, 0.542852520942688]",False,,0.5145409107208252
Where is Parashurama’s destruction of the Kshatriyas twenty-one times described?,3.117,"['1.104', '12.48', '14.29']","[0.531795859336853, 0.5223596692085266, 0.5169860124588013]",False,,0.49885571002960205
Which section mentions Yudhishthira worshipping Parashurama?,3.117,"['3.117', '3.115', '3.36']","[0.5639827847480774, 0.5518100261688232, 0.5397648811340332]",True,1.0,0.5639827847480774
Which chapter tells the story of Ashtavakra’s birth and deformity?,3.132,"['3.132', '13.21', '3.134']","[0.625946044921875, 0.5192023515701294, 0.5173162221908569]",True,1.0,0.625946044921875
Where does Ashtavakra first visit King Janaka’s court?,3.132,"['3.132', '3.133', '3.134']","[0.6325124502182007, 0.5828210115432739, 0.5413323640823364]",True,1.0,0.6325123310089111
Where does Ashtavakra converse with the gatekeeper before meeting King Janaka?,3.133,"['3.133', '3.132', '12.325']","[0.6190168857574463, 0.5903481245040894, 0.5091418027877808]",True,1.0,0.6190170049667358
Which chapter describes the dialogue between Ashtavakra and Janaka?,3.133,"['3.132', '12.218', '3.133']","[0.5967752933502197, 0.5395540595054626, 0.5334383249282837]",True,3.0,0.5334384441375732
Which chapter narrates Ashtavakra’s debate with Bandi in King Janaka’s court?,3.134,"['3.132', '3.133', '3.134']","[0.682249903678894, 0.6165186166763306, 0.5865289568901062]",True,3.0,0.5865288972854614
Where does Ashtavakra regain his normal form after bathing in the Samanga River?,3.134,"['3.134', '13.21', '3.132']","[0.5575462579727173, 0.5290477275848389, 0.520078182220459]",True,1.0,0.5575461387634277
Where does Bhima fight wild beasts and get caught by a giant serpent?,3.178,"['3.178', '3.179', '1.128']","[0.6531087756156921, 0.6089579463005066, 0.562809407711029]",True,1.0,0.6531088948249817
Which chapter describes Bhima’s encounter with the python in the forest?,3.178,"['3.178', '3.179', '1.151']","[0.6181942224502563, 0.6032533645629883, 0.5685758590698242]",True,1.0,0.6181942224502563
Which chapter features Bhima’s conversation with Nahusha in serpent form?,3.179,"['3.181', '3.178', '3.179']","[0.601094663143158, 0.5724183320999146, 0.569385290145874]",True,3.0,0.5693851709365845
Where is Yudhishthira shown searching for Bhima after his capture?,3.179,"['3.141', '3.311', '3.179']","[0.5944210290908813, 0.5793676376342773, 0.5665808916091919]",True,3.0,0.5665810704231262
Which section narrates Yudhishthira’s dialogue with Nahusha in serpent form?,3.180,"['3.181', '3.66', '12.361']","[0.6296035647392273, 0.6051701307296753, 0.5776647329330444]",False,,0.5760245323181152
Where does Yudhishthira answer Nahusha’s questions to free Bhima?,3.180,"['3.181', '3.79', '3.119']","[0.6269271969795227, 0.5848107933998108, 0.572629451751709]",False,,0.563103437423706
Where does Nahusha get released from his serpent curse after Yudhishthira’s answers?,3.181,"['3.181', '3.180', '5.17']","[0.5977824926376343, 0.5402265191078186, 0.5387554168701172]",True,1.0,0.5977822542190552
Which chapter ends the story of Nahusha’s liberation and Bhima’s release?,3.181,"['3.181', '3.246', '4.33']","[0.553229033946991, 0.5297675132751465, 0.522203803062439]",True,1.0,0.5532289743423462
Which chapter describes Draupadi teaching Satyabhama about the duties of a virtuous wife?,3.233,"['3.233', '3.234', '4.3']","[0.6501826047897339, 0.6215434074401855, 0.6141921281814575]",True,1.0,0.6501824855804443
Where is the conversation between Draupadi and Satyabhama on chastity found?,3.233,"['3.233', '3.235', '3.267']","[0.6353307962417603, 0.6000806093215942, 0.5913875102996826]",True,1.0,0.6353307962417603
Which chapter explains how a wife can please her husband through devoted service?,3.234,"['3.234', '13.123', '13.46']","[0.5660548210144043, 0.5102649927139282, 0.4906920790672302]",True,1.0,0.5660547018051147
Where is the teaching on serving one’s husband with devotion described?,3.234,"['3.234', '13.123', '13.46']","[0.5376929640769958, 0.535785436630249, 0.5036009550094604]",True,1.0,0.5376927852630615
Where does Satyabhama depart for Dwaraka with Shri Krishna?,3.235,"['3.235', '2.2', '5.137']","[0.6525986194610596, 0.5526748895645142, 0.5494897365570068]",True,1.0,0.6525986194610596
Which section narrates Satyabhama assuring Draupadi before leaving?,3.235,"['3.235', '4.24', '3.267']","[0.6938402652740479, 0.6015764474868774, 0.5972704887390137]",True,1.0,0.6938403844833374
Which chapter describes the birth of Shri Ram and the origin of Kubera?,3.274,"['3.274', '3.275', '3.276']","[0.5738083720207214, 0.5540406703948975, 0.5435242056846619]",True,1.0,0.5738084316253662
Where is Kubera’s attainment of wealth narrated?,3.274,"['5.114', '2.10', '3.162']","[0.5688213109970093, 0.5624709129333496, 0.524528980255127]",False,,0.41520965099334717
Where is Ravana’s origin and Kubera’s curse on him described?,3.275,"['3.275', '3.274', '3.276']","[0.6081886291503906, 0.5584776401519775, 0.500978410243988]",True,1.0,0.6081886291503906
"Which section tells of the birth and penance of Ravana, Kumbhakarna, and Vibhishana?",3.275,"['3.274', '3.275', '3.277']","[0.6056268215179443, 0.5778021812438965, 0.5601562857627869]",True,2.0,0.577802300453186
Which chapter narrates the gods appealing to Brahma to stop Ravana’s tyranny?,3.276,"['3.276', '3.275', '3.102']","[0.592826247215271, 0.5668607950210571, 0.5433100461959839]",True,1.0,0.5928264260292053
Where is the origin of the monkey and bear warriors described?,3.276,"['3.147', '3.276', '3.228']","[0.4193577766418457, 0.3924853801727295, 0.3903316855430603]",True,2.0,0.3924853801727295
Which section tells about Ram’s exile and Bharata’s visit to Chitrakoot?,3.277,"['3.277', '3.279', '3.148']","[0.5615888833999634, 0.4811234474182129, 0.48109233379364014]",True,1.0,0.5615890026092529
Where is the killing of Khar and Dushan described?,3.277,"['8.52', '8.29', '9.55']","[0.5151218771934509, 0.5073758959770203, 0.5052441358566284]",False,,0.36323660612106323
Where does Ravana abduct Sita after Maricha’s death?,3.278,"['3.278', '3.281', '3.279']","[0.6058948040008545, 0.5738595724105835, 0.5527753233909607]",True,1.0,0.6058948636054993
Which chapter narrates the killing of Maricha disguised as a deer?,3.278,"['3.278', '3.277', '3.285']","[0.5996792316436768, 0.5384578704833984, 0.5281957387924194]",True,1.0,0.5996792316436768
Which section describes the killing of Jatayu and his funeral by Shri Ram?,3.279,"['3.278', '3.117', '3.290']","[0.5610141754150391, 0.5472992658615112, 0.5411174297332764]",False,,0.5336370468139648
Where does Kabandha’s story and his killing by Ram appear?,3.279,"['3.287', '3.286', '3.117']","[0.4782928228378296, 0.47208863496780396, 0.45733463764190674]",False,,0.4502258002758026
Which chapter narrates the alliance between Rama and Sugriva and the killing of Vali?,3.280,"['3.279', '3.283', '3.289']","[0.5491834282875061, 0.5444073677062988, 0.5387283563613892]",False,,0.47001463174819946
Where is Trijata comforting Sita in Ashok Vatika described?,3.280,"['3.280', '3.281', '3.278']","[0.5930755734443665, 0.5911062359809875, 0.5257740020751953]",True,1.0,0.5930756330490112
Where does the dialogue between Ravana and Sita take place in Lanka?,3.281,"['3.281', '3.278', '3.279']","[0.6239815950393677, 0.567571759223938, 0.5558445453643799]",True,1.0,0.6239817142486572
Which chapter records Ravana’s persuasion and Sita’s steadfast refusal?,3.281,"['3.281', '3.278', '3.280']","[0.6232022047042847, 0.5796604156494141, 0.4948078393936157]",True,1.0,0.6232022047042847
Which chapter narrates Hanuman’s return from Lanka and recounting his journey?,3.282,"['3.147', '3.151', '3.148']","[0.5850664377212524, 0.5794203281402588, 0.5651311874389648]",False,,0.5179486274719238
Where does Sugriva send the monkey army to search for Sita?,3.282,"['3.279', '3.283', '3.148']","[0.5719492435455322, 0.5575515627861023, 0.5383520126342773]",False,,0.5233263373374939
Which section describes the building of the bridge to Lanka?,3.283,"['3.283', '3.284', '3.274']","[0.5679545998573303, 0.5196601152420044, 0.5149308443069458]",True,1.0,0.5679546594619751
Where is Angada’s embassy to Ravana mentioned?,3.283,"['3.283', '3.279', '3.284']","[0.6145761013031006, 0.5155895352363586, 0.5108868479728699]",True,1.0,0.614575982093811
Which chapter depicts Angada delivering Ram’s message to Ravana?,3.284,"['3.283', '3.278', '3.279']","[0.6233466863632202, 0.558161735534668, 0.5500143766403198]",False,,0.5247984528541565
Where is the battle between the Vanaras and Rakshasas narrated?,3.284,"['3.285', '3.284', '3.286']","[0.6286101341247559, 0.6097519397735596, 0.5916532278060913]",True,2.0,0.6097519397735596
Which chapter narrates Swaha’s union with Agni taking the form of sages’ wives?,3.224,"['1.6', '3.224', '3.219']","[0.5846352577209473, 0.5743973851203918, 0.5514139533042908]",True,2.0,0.5743974447250366
Where is the story of Agni’s union with Swaha described?,3.224,"['1.6', '3.224', '1.7']","[0.5734851360321045, 0.570717990398407, 0.557824432849884]",True,2.0,0.5707181096076965
Which chapter describes the birth of Skanda (Kartikeya)?,3.225,"['3.225', '3.223', '3.228']","[0.6660747528076172, 0.6623802781105042, 0.6477323770523071]",True,1.0,0.6660746932029724
Where is the destruction of mountains like Krauncha by Skanda mentioned?,3.225,"['3.225', '3.228', '9.44']","[0.6174157857894897, 0.5337144732475281, 0.5074481964111328]",True,1.0,0.6174157857894897
Where is Vishwamitra performing the sacred rites for Skanda described?,3.226,"['3.225', '9.44', '3.226']","[0.5961285829544067, 0.5847742557525635, 0.5516173839569092]",True,3.0,0.5516173839569092
Which chapter mentions Agnidev protecting the child Skanda?,3.226,"['3.225', '3.228', '3.226']","[0.6648352742195129, 0.640141487121582, 0.6149980425834656]",True,3.0,0.6149979829788208
Where does Skanda grant protection to Indra and the other gods after their defeat?,3.227,"['3.227', '3.225', '9.44']","[0.6488794088363647, 0.5944539308547974, 0.5725342035293579]",True,1.0,0.6488794088363647
Which section narrates the gods seeking refuge in Skanda?,3.227,"['3.225', '3.227', '3.228']","[0.633428156375885, 0.5934815406799316, 0.5933343172073364]",True,2.0,0.5934815406799316
Which chapter tells of Skanda being made the commander of the gods?,3.229,"['9.44', '3.225', '3.223']","[0.6353415846824646, 0.6257163882255554, 0.5868066549301147]",False,,0.5649137496948242
Where is Skanda’s marriage to Devasena described?,3.229,"['3.229', '3.225', '3.226']","[0.5836975574493408, 0.5597097873687744, 0.5192240476608276]",True,1.0,0.5836976170539856
Which chapter explains how the Krittikas became stars in the sky?,3.230,"['13.64', '3.223', '3.228']","[0.5092411041259766, 0.49180054664611816, 0.48376739025115967]",False,,0.41227787733078003
Where is the description of planets causing troubles to humans found?,3.230,"['13.131', '1.210', '3.230']","[0.38950225710868835, 0.37819012999534607, 0.3685198128223419]",True,3.0,0.36851975321769714
Where is Skanda’s battle with Mahishasura narrated?,3.231,"['3.225', '3.228', '3.227']","[0.6127172708511353, 0.5872610807418823, 0.5696614980697632]",False,,0.5553103089332581
Which chapter mentions Skanda’s journey with Rudra and the gods?,3.231,"['3.225', '3.228', '3.232']","[0.5919634699821472, 0.5848957896232605, 0.5540605187416077]",False,,0.5322113037109375
Which section lists the many names and titles of Kartikeya?,3.232,"['3.232', '3.223', '3.225']","[0.6876345276832581, 0.5731958150863647, 0.5536156296730042]",True,1.0,0.6876344084739685
Where is the praise and glorification of Kartikeya described?,3.232,"['3.232', '3.223', '3.225']","[0.6471483707427979, 0.6003671288490295, 0.5781120657920837]",True,1.0,0.6471483707427979
Which chapter narrates the great battle between Rama and Ravana’s armies?,3.285,"['3.285', '3.286', '3.290']","[0.5935548543930054, 0.5808296799659729, 0.5487074851989746]",True,1.0,0.5935549736022949
Where is the clash of the Vanara and Rakshasa forces described?,3.285,"['3.285', '3.284', '3.286']","[0.6490720510482788, 0.6089000105857849, 0.5990623235702515]",True,1.0,0.6490718722343445
Where does Ravana awaken Kumbhakarna for battle?,3.286,"['3.286', '3.287', '3.285']","[0.6847305297851562, 0.6010620594024658, 0.5878541469573975]",True,1.0,0.6847305297851562
Which section describes Ravana’s grief over Prahastha and Dhumraksha’s deaths?,3.286,"['3.285', '3.290', '3.286']","[0.5884236097335815, 0.5856815576553345, 0.5851705074310303]",True,3.0,0.5851706862449646
Which chapter depicts the killing of Kumbhakarna by Shri Ram?,3.287,"['3.286', '3.287', '3.289']","[0.6456774473190308, 0.6311801075935364, 0.5601932406425476]",True,2.0,0.6311800479888916
Where are Vajravega and Pramathika slain in battle?,3.287,"['8.14', '8.12', '6.114']","[0.5376254916191101, 0.537050724029541, 0.529273509979248]",False,,0.4996144473552704
Where does Indrajit use illusion in battle against Rama and Lakshmana?,3.288,"['3.288', '3.289', '3.285']","[0.6528244614601135, 0.5520063042640686, 0.5411380529403687]",True,1.0,0.6528244018554688
Which chapter narrates Rama and Lakshmana becoming unconscious in Indrajit’s attack?,3.288,"['3.288', '3.289', '3.285']","[0.6441339254379272, 0.599041223526001, 0.5780256986618042]",True,1.0,0.6441339254379272
Which chapter describes Lakshmana killing Indrajit?,3.289,"['3.288', '3.289', '3.285']","[0.6481418609619141, 0.6098958253860474, 0.5795918703079224]",True,2.0,0.6098957061767578
Where does Avindhya restrain Ravana from killing Sita?,3.289,"['3.289', '3.278', '3.281']","[0.5745100975036621, 0.5667678117752075, 0.5508187413215637]",True,1.0,0.5745100378990173
Which chapter recounts the final duel between Rama and Ravana?,3.290,"['3.290', '3.285', '3.286']","[0.5875861644744873, 0.5778558254241943, 0.5542218089103699]",True,1.0,0.5875860452651978
Where is Ravana’s death at Rama’s hands described?,3.290,"['3.290', '3.285', '3.289']","[0.6158723831176758, 0.5707279443740845, 0.5436217188835144]",True,1.0,0.6158723831176758
Which chapter narrates Sita’s trial by fire and divine vindication?,3.291,"['3.278', '3.281', '3.277']","[0.5151724815368652, 0.4980010986328125, 0.4766157269477844]",False,,0.42744094133377075
Where does Rama return to Ayodhya and reunite with Bharata?,3.291,"['3.291', '3.117', '3.277']","[0.5463145971298218, 0.5178443193435669, 0.5085958242416382]",True,1.0,0.5463145971298218
Where does Sage Markandeya console or reassure Yudhishthira?,3.292,"['3.25', '3.292', '14.14']","[0.6304041147232056, 0.6299881339073181, 0.6151253581047058]",True,2.0,0.6299882531166077
Which section contains Markandeya’s counsel to Yudhishthira during exile?,3.292,"['3.25', '3.5', '1.156']","[0.6214430332183838, 0.5986509323120117, 0.5700573921203613]",False,,0.5459849834442139
Which chapter tells of King Aswapati’s boon of a daughter Savitri?,3.293,"['3.294', '3.295', '3.298']","[0.6866183876991272, 0.6716419458389282, 0.6347238421440125]",False,,0.6123930215835571
Where is Aswapati’s search for a suitable husband for Savitri described?,3.293,"['3.295', '3.294', '3.293']","[0.7007699608802795, 0.6949454545974731, 0.6270308494567871]",True,3.0,0.6270304918289185
Which chapter narrates Savitri’s decision to marry Satyavan?,3.294,"['3.294', '3.295', '3.296']","[0.6880733966827393, 0.6499176025390625, 0.6437650322914124]",True,1.0,0.6880733966827393
Where does Savitri express her firm resolve to wed Satyavan despite warnings?,3.294,"['3.294', '3.296', '3.295']","[0.6477010250091553, 0.628708004951477, 0.6092391610145569]",True,1.0,0.6477011442184448
Which chapter narrates the wedding of Savitri and Satyavan?,3.295,"['3.294', '3.295', '3.296']","[0.6798663139343262, 0.6567238569259644, 0.6452158689498901]",True,2.0,0.6567239761352539
Where is the account of Savitri’s devoted service to her family found?,3.295,"['3.295', '3.296', '3.293']","[0.5807753801345825, 0.5747995376586914, 0.5669960975646973]",True,1.0,0.5807753801345825
Which chapter depicts Savitri’s vow and her journey to the forest with Satyavan?,3.296,"['3.296', '3.294', '3.295']","[0.631263792514801, 0.6156250238418579, 0.6074747443199158]",True,1.0,0.6312635540962219
Where is Savitri’s act of fasting before accompanying Satyavan described?,3.296,"['3.296', '3.295', '3.294']","[0.6784998178482056, 0.6115590333938599, 0.6014924645423889]",True,1.0,0.678499698638916
Which chapter contains the dialogue between Savitri and Yama?,3.297,"['3.296', '3.294', '3.298']","[0.6283359527587891, 0.6198375225067139, 0.6077036261558533]",False,,0.5052636861801147
Where does Yama restore Satyavan’s life and bless Savitri?,3.297,"['3.298', '3.294', '3.299']","[0.6387894153594971, 0.5981838703155518, 0.5925703048706055]",False,,0.5229493379592896
Which chapter describes Dyumatsena’s concern for his son Satyavan?,3.298,"['3.294', '3.298', '3.295']","[0.6505070924758911, 0.648228108882904, 0.6312885880470276]",True,2.0,0.6482280492782593
Where does Savitri explain the cause of her delayed return with Satyavan?,3.298,"['3.296', '3.298', '3.297']","[0.6457706093788147, 0.6201063990592957, 0.6087042093276978]",True,2.0,0.6201064586639404
Where does Dyumatsena regain his kingdom with the people’s request?,3.299,"['3.299', '3.77', '14.59']","[0.4023176431655884, 0.4021308422088623, 0.39426422119140625]",True,1.0,0.4023175835609436
Which chapter describes the blessings of Savitri’s hundred sons and brothers?,3.299,"['3.298', '3.299', '1.124']","[0.6155846118927002, 0.6118994951248169, 0.5833621621131897]",True,2.0,0.6118994951248169
Which chapter describes Surya warning Karna about Indra’s visit?,3.300,"['3.309', '3.302', '3.300']","[0.6374242901802063, 0.633618175983429, 0.6172131896018982]",True,3.0,0.6172131299972534
Where does Karna insist on giving away his divine armor and earrings?,3.300,"['3.300', '3.301', '3.303']","[0.6092132329940796, 0.597661018371582, 0.59464430809021]",True,1.0,0.6092132329940796
Which chapter describes Surya warning Karna against giving his earrings to Indra?,3.301,"['3.300', '3.301', '3.302']","[0.6602777242660522, 0.6567701101303101, 0.6348204612731934]",True,2.0,0.6567702293395996
Where does Surya advise Karna to keep his divine armor and earrings?,3.301,"['3.301', '3.303', '3.300']","[0.6651393175125122, 0.6110967397689819, 0.6104240417480469]",True,1.0,0.6651393175125122
Which chapter narrates the dialogue between Surya and Karna?,3.302,"['3.302', '5.146', '3.309']","[0.6199166774749756, 0.6064678430557251, 0.5908423662185669]",True,1.0,0.6199166774749756
Where does Karna resolve to part with his armor only after gaining a boon from Indra?,3.302,"['3.300', '3.302', '3.309']","[0.6156267523765564, 0.60635906457901, 0.5879985094070435]",True,2.0,0.6063592433929443
Where does Sage Durvasa arrive at Kuntibhoja’s court?,3.303,"['3.262', '3.263', '12.127']","[0.5708968043327332, 0.5531708598136902, 0.5399572253227234]",False,,0.44078710675239563
Which chapter describes Kuntibhoja assigning Pritha (Kunti) to serve Durvasa?,3.303,"['3.305', '3.304', '1.112']","[0.6729190349578857, 0.6441992521286011, 0.6280006170272827]",False,,0.6017636060714722
Which chapter narrates Kunti’s conversation with her father about Durvasa’s visit?,3.304,"['3.305', '15.30', '3.262']","[0.6234399080276489, 0.6024699211120605, 0.6012611389160156]",False,,0.5436539649963379
Where is Kunti’s service to the Brahmin guest described?,3.304,"['3.305', '3.304', '1.112']","[0.6570464372634888, 0.6372588872909546, 0.5806169509887695]",True,2.0,0.6372588872909546
Where does Durvasa teach Kunti the divine mantra as a reward for her service?,3.305,"['3.305', '3.306', '15.30']","[0.6266615390777588, 0.5739763975143433, 0.5686681270599365]",True,1.0,0.6266615390777588
Which section describes the Brahmin granting Kunti a boon for her devotion?,3.305,"['3.305', '15.30', '3.306']","[0.6761821508407593, 0.646841287612915, 0.6216205954551697]",True,1.0,0.6761822700500488
Which chapter describes Kunti invoking the Sun God through the mantra?,3.306,"['3.306', '3.307', '3.305']","[0.6863409280776978, 0.6381113529205322, 0.6229768991470337]",True,1.0,0.6863411664962769
Where is the dialogue between Kunti and Surya narrated?,3.306,"['3.306', '3.307', '5.146']","[0.6642762422561646, 0.662290096282959, 0.5997998118400574]",True,1.0,0.6642762422561646
Where does Surya bless Kunti and cause her to conceive Karna?,3.307,"['3.307', '3.306', '15.30']","[0.6537036895751953, 0.6305667161941528, 0.6186177134513855]",True,1.0,0.6537036299705505
Which chapter narrates the divine conception of Karna by Kunti and Surya?,3.307,"['1.111', '3.306', '3.309']","[0.6656649708747864, 0.6427348256111145, 0.6409695148468018]",False,,0.6304507255554199
Which chapter tells of Karna’s birth and Kunti setting him afloat in the river?,3.308,"['3.308', '1.111', '3.309']","[0.6454748511314392, 0.6261523962020874, 0.6125702857971191]",True,1.0,0.6454748511314392
Where does Kunti grieve after abandoning her infant son Karna?,3.308,"['11.27', '12.6', '3.308']","[0.6018900871276855, 0.5966819524765015, 0.5941380858421326]",True,3.0,0.594137966632843
Which chapter describes Karna’s adoption by Adhiratha and Radha?,3.309,"['3.309', '1.111', '1.137']","[0.6350469589233398, 0.6195511817932129, 0.5993483066558838]",True,1.0,0.6350469589233398
Where is Indra’s arrival to meet Karna mentioned?,3.309,"['8.86', '3.309', '3.254']","[0.6040612459182739, 0.5988763570785522, 0.572189211845398]",True,2.0,0.598876416683197
Where does Indra receive Karna’s divine armor and earrings in exchange for a boon?,3.310,"['3.300', '3.303', '3.302']","[0.6177244186401367, 0.6130081415176392, 0.608203649520874]",False,,0.5201308131217957
Which chapter narrates Indra blessing Karna with the Vasavi Shakti weapon?,3.310,"['1.111', '3.309', '12.3']","[0.6199339628219604, 0.6094033122062683, 0.603091835975647]",False,,0.526764452457428
Which chapter narrates the Pandavas chasing a deer that stole the Brahmin’s firewood?,3.311,"['3.258', '3.311', '3.50']","[0.6117813587188721, 0.598931074142456, 0.5832589864730835]",True,2.0,0.5989311933517456
Where is the incident leading to the Yaksha’s lake described?,3.311,"['3.153', '3.154', '3.312']","[0.5806545615196228, 0.5516196489334106, 0.5446197390556335]",False,,0.4951111078262329
Where do the Pandavas fall unconscious one after another by the lake?,3.312,"['1.128', '3.312', '1.151']","[0.5637201070785522, 0.5622304677963257, 0.5545348525047302]",True,2.0,0.5622304677963257
Which section precedes Yudhishthira’s encounter with the Yaksha?,3.312,"['3.23', '3.156', '3.314']","[0.6010286808013916, 0.5940346717834473, 0.5899795293807983]",False,,0.5743646025657654
Which chapter contains the dialogue between Yaksha and Yudhishthira?,3.313,"['3.314', '2.59', '3.156']","[0.5951204895973206, 0.5709075331687927, 0.5539580583572388]",False,,0.4009191393852234
Where does Yaksha restore the lives of the Pandavas after being pleased with Yudhishthira’s answers?,3.313,"['3.162', '3.314', '3.156']","[0.6272952556610107, 0.6161918640136719, 0.601986289024353]",False,,0.5026805996894836
Which section includes Yudhishthira’s famous philosophical responses to Yaksha?,3.313,"['3.314', '12.32', '3.119']","[0.5681097507476807, 0.5375233888626099, 0.5299447774887085]",False,,0.41182929277420044
